Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2022,1065,1065,0,14.055704909900106,11.944040367491818,10.687334724834605,0.4940382372025688,0.2440737798182216,-1.0037821797546431,6.240870150001785,4.214962853273203,0.1520135617108411,0.8114377072949013,0.6584311528200059,0.6049650312123629
