Station,Country,Longitude,Latitude,Average,Model_Raw,Residual_Raw,Model_matched_2015_to_2024,Residual_matched_2015_to_2024,Model_matched_2022_to_2024,Residual_matched_2022_to_2024,Model_matched_2023_to_2024,Residual_matched_2023_to_2024
AT72227,AT,11.5125,47.2781,21.154,5.364078998565674,-15.789921001434326,14.386065483093262,-6.767934516906738,16.47780990600586,-4.6761900939941405,22.636470794677734,1.4824707946777345
AT72530,AT,12.0666,47.4886,16.375,4.634894847869873,-11.740105152130127,10.639025688171387,-5.735974311828613,12.78359317779541,-3.59140682220459,17.029285430908203,0.6542854309082031
AT72538,AT,11.91,47.4587,10.918,4.533215045928955,-6.384784954071044,8.001384735107422,-2.9166152648925774,9.10135555267334,-1.8166444473266594,11.208070755004883,0.29007075500488355
AT72552,AT,12.1724,47.5818,13.185,6.204539775848389,-6.980460224151612,10.623680114746094,-2.5613198852539067,12.072371482849121,-1.1126285171508794,14.374425888061523,1.189425888061523
AT72710,AT,10.7441,47.4476,9.626,2.3241260051727295,-7.30187399482727,9.668261528015137,0.04226152801513727,11.208334922790527,1.582334922790528,11.243515968322754,1.6175159683227545
AT72912,AT,12.766,46.8191,9.468,2.2590255737304688,-7.208974426269531,7.248826026916504,-2.219173973083496,9.36654281616211,-0.1014571838378906,9.054875373840332,-0.41312462615966794
AT80503,AT,9.9267,47.5292,2.968,3.2226715087890625,0.25467150878906253,3.255343198776245,0.28734319877624515,3.873418092727661,0.9054180927276612,3.7570226192474365,0.7890226192474366
AT900KE,AT,16.4761,48.1567,16.504,12.688911437988281,-3.81508856201172,11.328208923339844,-5.175791076660158,13.4298677444458,-3.0741322555542006,15.073637962341309,-1.4303620376586927
AT900ZA,AT,16.3571,48.249,13.082,11.56904411315918,-1.512955886840821,13.113944053649902,0.031944053649901605,12.811348915100098,-0.2706510848999031,14.904304504394531,1.8223045043945305
AT90AKC,AT,16.3498,48.2191,16.054,11.56904411315918,-4.484955886840819,13.113944053649902,-2.940055946350096,12.811348915100098,-3.242651084899901,14.904304504394531,-1.1496954956054672
AT90FLO,AT,16.397,48.2611,17.862,11.56904411315918,-6.292955886840819,13.113944053649902,-4.748055946350096,12.811348915100098,-5.050651084899901,14.904304504394531,-2.957695495605467
AT90LOB,AT,16.5256,48.1621,9.748,6.995327472686768,-2.7526725273132318,6.598921775817871,-3.1490782241821282,8.24982738494873,-1.4981726150512689,9.471070289611816,-0.2769297103881829
AT9BELG,AT,16.3614,48.1744,19.223,12.048274040222168,-7.174725959777831,11.965746879577637,-7.257253120422362,13.56214714050293,-5.660852859497069,18.73952293395996,-0.48347706604003804
AT9GAUD,AT,16.3393,48.1871,18.684,12.048274040222168,-6.635725959777833,11.965746879577637,-6.718253120422364,13.56214714050293,-5.121852859497071,18.73952293395996,0.055522933959959886
AT9JAEG,AT,16.2972,48.2702,7.495,6.068594455718994,-1.426405544281006,5.4442925453186035,-2.0507074546813966,6.083319664001465,-1.4116803359985353,7.429413795471191,-0.0655862045288087
AT9KEND,AT,16.3098,48.205,15.994,11.56904411315918,-4.42495588684082,13.113944053649902,-2.8800559463500974,12.811348915100098,-3.182651084899902,14.904304504394531,-1.0896954956054685
AT9LIES,AT,16.3001,48.1412,14.838,12.048274040222168,-2.789725959777831,11.965746879577637,-2.8722531204223625,13.56214714050293,-1.2758528594970695,18.73952293395996,3.9015229339599617
AT9SCHA,AT,16.3016,48.2354,10.193,11.56904411315918,1.37604411315918,13.113944053649902,2.9209440536499027,12.811348915100098,2.618348915100098,14.904304504394531,4.711304504394532
AT9STAD,AT,16.4583,48.2264,16.266,9.671221733093262,-6.5947782669067365,13.175968170166016,-3.0900318298339826,14.569021224975586,-1.6969787750244123,16.735069274902344,0.4690692749023455
BETB004,BE,4.3478,50.8521,19.9,22.03786849975586,2.137868499755861,18.982152938842773,-0.9178470611572251,22.57069969177246,2.6706996917724624,20.535110473632812,0.6351104736328139
BETB006,BE,4.3744,50.8386,17.115,22.03786849975586,4.922868499755861,18.982152938842773,1.867152938842775,22.57069969177246,5.4556996917724625,20.535110473632812,3.420110473632814
BETB011,BE,4.2887,50.8578,13.292,14.683362007141113,1.3913620071411135,13.252863883972168,-0.039136116027831847,12.7321195602417,-0.5598804397583006,13.584254264831543,0.29225426483154315
BETMEU1,BE,4.3957,50.895,16.326,22.03786849975586,5.711868499755859,18.982152938842773,2.656152938842773,22.57069969177246,6.24469969177246,20.535110473632812,4.209110473632812
BETN016,BE,5.164,51.2337,10.273,9.747200965881348,-0.525799034118652,12.325443267822266,2.052443267822266,12.485565185546875,2.2125651855468753,11.558476448059082,1.2854764480590823
BETN027,BE,5.6067,51.1337,9.015,8.444578170776367,-0.5704218292236334,10.84943962097168,1.8344396209716791,11.162545204162598,2.147545204162597,9.989302635192871,0.9743026351928705
BETN029,BE,2.5823,51.0163,7.385,8.417853355407715,1.032853355407715,8.034863471984863,0.6498634719848635,9.024250030517578,1.6392500305175783,7.748659133911133,0.363659133911133
BETN035,BE,4.8376,50.9776,9.576,10.012609481811523,0.4366094818115229,12.974732398986816,3.398732398986816,10.6912260055542,1.1152260055541987,10.83375358581543,1.2577535858154292
BETN040,BE,4.2252,50.7681,8.221,11.111642837524414,2.890642837524414,9.220009803771973,0.9990098037719726,8.7685546875,0.5475546874999999,8.854586601257324,0.6335866012573241
BETN052,BE,3.3225,50.8149,11.197,11.459515571594238,0.2625155715942391,15.672447204589844,4.475447204589845,13.103399276733398,1.9063992767333993,12.68301010131836,1.4860101013183602
BETN054,BE,5.1032,50.7117,7.814,6.795945167541504,-1.0180548324584962,10.733616828918457,2.919616828918457,9.294807434082031,1.4808074340820312,8.558402061462402,0.7444020614624023
BETN060,BE,3.4576,50.6167,7.768,11.837843894958496,4.069843894958496,10.888362884521484,3.1203628845214846,9.64319896697998,1.8751989669799807,8.823423385620117,1.0554233856201174
BETN066,BE,6.0023,50.6289,4.354,5.267268180847168,0.9132681808471679,5.770004749298096,1.4160047492980956,5.9651360511779785,1.6111360511779784,5.185050964355469,0.8310509643554687
BETN070,BE,3.9397,50.4652,13.812,12.195202827453613,-1.616797172546386,17.744821548461914,3.9328215484619147,16.457406997680664,2.6454069976806647,16.280841827392578,2.4688418273925787
BETN073,BE,4.9884,50.5027,5.81,7.163103103637695,1.3531031036376957,7.057085990905762,1.247085990905762,6.596371650695801,0.7863716506958012,6.54110860824585,0.73110860824585
BETN085,BE,6.0017,50.3032,2.558,3.7828993797302246,1.2248993797302248,3.5018672943115234,0.9438672943115236,4.698248386383057,2.140248386383057,3.544301986694336,0.9863019866943361
BETN093,BE,5.2352,50.2745,5.099,4.263424873352051,-0.8355751266479494,5.820117473602295,0.7211174736022947,6.135277271270752,1.0362772712707518,5.463438987731934,0.3644389877319334
BETN100,BE,4.5948,50.0957,3.035,3.8520596027374268,0.8170596027374266,4.210977554321289,1.175977554321289,4.45272159576416,1.41772159576416,3.934107542037964,0.8991075420379637
BETN113,BE,5.593,50.027,3.538,3.0939931869506836,-0.4440068130493162,3.4438326358795166,-0.09416736412048321,4.036172389984131,0.49817238998413105,4.255489349365234,0.7174893493652346
BETN121,BE,5.2024,49.8771,3.139,3.1292595863342285,-0.009740413665771275,3.596074104309082,0.45707410430908224,4.183743953704834,1.0447439537048342,3.8163089752197266,0.6773089752197268
BETN132,BE,5.6304,49.7193,5.339,3.381779432296753,-1.9572205677032475,4.380704879760742,-0.9582951202392582,4.883877277374268,-0.45512272262573283,4.869264602661133,-0.4697353973388676
BETR001,BE,4.3341,50.8497,20.305,22.03786849975586,1.7328684997558597,18.982152938842773,-1.3228470611572263,22.57069969177246,2.265699691772461,20.535110473632812,0.23011047363281278
BETR012,BE,4.3586,50.7966,11.295,10.635327339172363,-0.6596726608276366,14.23321533203125,2.93821533203125,9.87658405303955,-1.4184159469604491,12.009713172912598,0.7147131729125977
BETR020,BE,4.4367,50.9414,15.484,16.673316955566406,1.1893169555664063,17.15272331237793,1.6687233123779297,18.604223251342773,3.1202232513427735,16.815336227416992,1.3313362274169922
BETR221,BE,5.6278,50.6584,15.242,12.423556327819824,-2.8184436721801767,16.587770462036133,1.345770462036132,19.111370086669922,3.869370086669921,16.53990936279297,1.2979093627929679
BETR222,BE,5.5702,50.6134,12.355,15.163375854492188,2.808375854492187,17.499616622924805,5.144616622924804,16.550838470458984,4.195838470458984,13.68590259552002,1.330902595520019
BETR501,BE,4.4522,50.4093,16.41,13.434365272521973,-2.9756347274780275,20.33888816833496,3.928888168334961,20.173538208007812,3.7635382080078124,17.822551727294922,1.4125517272949217
BETR502,BE,4.4587,50.429,15.344,13.434365272521973,-1.9096347274780268,20.33888816833496,4.9948881683349615,20.173538208007812,4.829538208007813,17.822551727294922,2.4785517272949225
BETR801,BE,4.4318,51.2097,21.099,26.933399200439453,5.834399200439453,20.115787506103516,-0.9832124938964846,24.234886169433594,3.1358861694335936,22.38522720336914,1.2862272033691404
BG0040A,BG,23.311,42.7323,26.671,8.766891479492188,-17.904108520507812,21.572128295898438,-5.098871704101562,24.89202117919922,-1.7789788208007806,22.45823097229004,-4.21276902770996
BG0041A,BG,25.5935,42.0564,18.385,4.5720367431640625,-13.812963256835939,6.779409408569336,-11.605590591430666,19.55984115600586,1.1748411560058578,21.244606018066406,2.8596060180664047
BG0043A,BG,23.5574,43.208,3.792,3.4984798431396484,-0.2935201568603514,16.12885093688965,12.336850936889649,17.213117599487305,13.421117599487305,11.535797119140625,7.743797119140625
BG0045A,BG,25.9641,43.8514,17.711,10.744604110717773,-6.966395889282225,23.280122756958008,5.569122756958009,22.199115753173828,4.48811575317383,18.914165496826172,1.2031654968261734
BG0050A,BG,23.2968,42.6806,27.19,6.90217399597168,-20.28782600402832,34.1655387878418,6.975538787841796,31.340131759643555,4.150131759643553,27.71271514892578,0.52271514892578
