Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2022,429,429,0,3.323803780061909,2.4538563790576995,1.4452571404908363,0.8020888377723085,0.6433465036789328,0.4102047309846724,4.539349138228821,2.8358796556912935,2.434871540487507,0.8494043553883768,0.7214877589527439,-0.1000633712485177
