Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2024,429,429,0,4.074107440642437,3.0208940998646483,2.1651508817116976,0.7574826114865358,0.5737799067044622,0.0244679941488481,4.8323229529028255,3.284947391816786,2.9868568955134673,0.8469612918422862,0.7173434298791542,-0.3724245224346303
