p,k,RMSE,MAE,MBE,R2
0.9,7,6.775010997315289,4.8042833540710825,0.4410207205682142,0.4704092428723406
0.9,8,6.736429994327803,4.777047431385689,0.4589791513916317,0.4764236880483382
0.9,9,6.70322925508819,4.775980035196046,0.4848949332815395,0.4815718997717473
0.9,10,6.703672620841332,4.786203629931029,0.488260000984513,0.481503317642791
0.9,11,6.640536329244242,4.763277968569137,0.536794951908358,0.4912239001516711
0.9,12,6.60366846866043,4.745145939957926,0.5361382571318509,0.4968576065780797
0.9,13,6.57270451143215,4.722842955999507,0.539990515949652,0.501564915784297
0.9,14,6.567540593606035,4.724748022732087,0.5510701944823132,0.5023478101664538
0.9,15,6.5671678790794195,4.718180599750253,0.5501348874656599,0.5024042930871326
0.9,16,6.558338991639543,4.710115138580765,0.5534483799373477,0.5037413270877802
0.9,17,6.558341166588449,4.720762367900547,0.5371225802292672,0.503740997938147
0.9,18,6.538802149031094,4.71132910694097,0.5191088612060991,0.5066935644575569
0.9,19,6.534567814158175,4.705841166508658,0.5314026718932353,0.5073322589049285
0.9,20,6.530467961978573,4.699764975538548,0.5356020209161706,0.5079502741518458
0.9,21,6.535540585708706,4.709471013978417,0.5463715629137398,0.507185565551012
0.9,22,6.533745300006873,4.715332873023746,0.5714827955404717,0.5074562764979211
0.9,23,6.5340162732335765,4.714947963289075,0.5645343589798537,0.5074154212384843
0.9,24,6.542255531907254,4.727436915828379,0.5595698269377969,0.5061723601699639
0.9,25,6.5478739409379765,4.735738158491236,0.5605089945994094,0.5053238096900694
0.9,26,6.549870058688954,4.737020542574542,0.5525232914879342,0.5050221598896728
