Station,Country,Longitude,Latitude,Average,Model_Raw,Model_Corrected,Residual
AD0942A,AD,1.5391,42.5097,29.881,76.52741,60.000668,30.119667572021484
AD0944A,AD,1.5653,42.5169,77.913,76.52741,60.000668,-17.912332427978512
AT0ENK1,AT,13.6709,48.3916,58.435,63.36285,61.535694,3.100694122314451
AT0ILL1,AT,16.7664,47.7703,63.599,71.822495,61.53316,-2.0658388366699185
AT0PIL1,AT,15.936,48.7212,64.219,66.70959,57.89349,-6.32551016235351
AT0VOR1,AT,12.9746,46.6777,69.098,64.95297,62.451927,-6.646072814941405
AT10001,AT,16.5262,47.8401,54.987,71.25644,57.324417,2.3374171142578106
AT10003,AT,17.0703,48.1092,55.18,67.84281,57.064518,1.884517974853516
AT2KA41,AT,14.2893,46.6294,52.495,57.51116,53.877144,1.3821438598632838
AT2KA71,AT,14.2991,46.6266,40.015,57.51116,53.877144,13.86214385986328
AT2M121,AT,13.7035,46.5584,48.388,65.25101,61.650803,13.26280261230469
AT2SP18,AT,13.4939,46.8014,37.968,65.79011,37.327213,-0.6407867126464879
AT2VL52,AT,13.9145,46.6954,94.077,61.5677,97.52967,3.452670715332033
AT2WO15,AT,14.8435,46.835,37.671,64.13479,32.363716,-5.307283874511718
AT2WO35,AT,14.8917,46.7083,50.319,64.83784,52.3463,2.027298217773435
AT30065,AT,16.1434,48.1955,49.923,75.07894,49.418343,-0.5046574096679706
AT30101,AT,14.8788,48.1199,49.584,62.534233,55.152775,5.568774810791012
AT30103,AT,14.8651,48.1793,61.183,62.534233,55.152775,-6.030225189208984
AT30201,AT,16.2057,47.9592,60.242,67.51295,61.831707,1.5897070007324245
AT30202,AT,15.9189,48.1051,70.955,72.46558,74.71993,3.7649325561523455
AT30301,AT,16.9579,48.1442,60.911,69.798164,60.280663,-0.6303374633789076
AT30302,AT,16.6753,48.05,63.747,69.90994,65.10232,1.3553178100585939
AT30401,AT,16.7294,48.3347,60.095,68.77486,60.956997,0.8619969177246105
AT30403,AT,16.522,48.3929,61.657,69.35795,63.40641,1.7494102172851598
AT30502,AT,15.0467,48.8786,60.386,67.673965,58.43466,-1.9513381347656278
AT30601,AT,16.3139,48.3025,63.243,68.43697,60.69894,-2.5440597229003927
AT30603,AT,16.4311,48.0857,56.779,67.402084,58.86034,2.0813401184081997
AT30701,AT,15.9419,48.5283,52.668,66.924866,58.390285,5.72228549194336
AT30801,AT,15.4984,48.7242,63.494,67.8449,66.53883,3.0448336181640627
AT31102,AT,15.3209,47.8614,70.285,73.23436,71.25762,0.9726217651367222
AT31204,AT,15.205,48.2128,49.671,67.36881,48.691544,-0.9794564208984369
AT31301,AT,16.5788,48.5783,60.318,70.37638,61.114056,0.796055633544924
AT31401,AT,16.301,48.0856,59.214,66.40694,60.568775,1.3547751770019545
AT31502,AT,15.86,47.6703,77.048,74.64361,69.01066,-8.037341735839846
AT31701,AT,15.5455,48.3704,54.989,68.49592,58.891556,3.9025557861328153
AT31901,AT,16.0625,48.3294,51.704,66.5808,49.973267,-1.7307333984375006
AT32101,AT,16.2931,47.6075,78.098,72.7736,78.02726,-0.07074017333984273
AT32301,AT,15.6325,48.2116,51.904,62.939316,50.510105,-1.3938948669433628
AT32401,AT,16.255,47.8142,59.836,67.36282,57.13634,-2.6996589050292954
AT32501,AT,15.6192,48.4086,53.57,65.66553,50.53636,-3.033638305664063
AT32604,AT,14.7723,48.0451,54.724,65.460724,52.94124,-1.7827615966796841
AT32701,AT,16.4759,48.1456,58.81,65.115746,62.38805,3.578050079345701
AT4S108,AT,14.5747,48.5311,75.742,69.54458,74.68527,-1.0567277832031294
AT4S125,AT,13.6322,47.7161,49.501,66.849884,60.217228,10.716227935791018
AT4S156,AT,13.0392,48.2575,43.152,62.1705,43.52406,0.37205929565429585
AT4S184,AT,14.2975,48.3061,48.032,67.313644,43.541645,-4.490354949951168
AT4S404,AT,14.2376,48.2253,49.165,59.313896,47.042675,-2.1223249816894523
AT4S406,AT,14.0366,48.1649,46.182,59.67159,49.35675,3.174750488281248
AT4S409,AT,14.4424,48.0493,47.203,66.06134,44.064247,-3.1387528686523467
AT4S416,AT,14.3148,48.2733,46.182,54.99217,41.29837,-4.883629638671877
AT51066,AT,13.0433,47.8056,54.281,57.873352,42.70232,-11.578679901123046
AT52055,AT,13.2328,47.6503,75.403,66.84012,80.951546,5.5485457153320255
AT52100,AT,13.1051,47.6668,65.153,64.22876,63.904533,-1.248466613769537
AT53055,AT,13.0158,47.9367,69.611,62.26014,72.27184,2.6608429565429645
AT54057,AT,13.2056,47.3514,38.089,61.909004,36.71009,-1.3789093627929674
AT55032,AT,13.808,47.1257,44.544,66.12092,43.774155,-0.7698453369140594
AT56072,AT,12.7951,47.3266,44.332,61.189495,52.26823,7.936230438232421
AT60018,AT,15.4375,47.0758,52.712,59.311302,55.533024,2.8210238342285123
AT60036,AT,15.4937,47.067,58.461,59.311302,55.533024,-2.927976165771483
AT60107,AT,15.1528,47.0447,38.205,65.809654,41.60072,3.3957194519042986
AT60118,AT,14.6767,47.1781,44.2,65.3614,45.537315,1.337315368652341
AT60138,AT,15.4151,47.0944,45.482,59.311302,55.533024,10.051023834228516
AT60143,AT,15.0889,47.3823,40.52,58.457115,38.18466,-2.335338134765628
AT60150,AT,15.3608,47.4056,85.658,62.360718,85.479324,-0.17867565917968875
AT60151,AT,15.4958,46.8714,59.854,57.13902,61.792465,1.9384652099609383
AT60157,AT,13.7967,47.6306,67.917,69.849304,62.632507,-5.284492675781252
AT60170,AT,15.4331,47.0417,41.164,59.311302,55.533024,14.369023834228514
AT60179,AT,15.9719,47.2829,43.879,65.96196,46.229404,2.350404449462893
AT60185,AT,15.9563,46.7672,70.691,65.18139,72.76786,2.0768604125976537
AT60190,AT,15.3678,46.6519,68.008,67.96774,72.793564,4.785563842773442
AT60194,AT,15.6731,47.6047,43.749,75.04099,69.72346,25.97445733642578
AT60195,AT,15.2128,46.8139,43.19,70.55718,47.090023,3.9000230407714866
AT60196,AT,14.3307,47.0403,86.018,63.60978,90.97017,4.952169067382812
AT60198,AT,16.079,47.0474,45.439,63.53826,56.90667,11.467669616699219
AT72113,AT,11.3747,47.2699,53.123,58.689487,59.409576,6.2865764160156274
AT72123,AT,11.376,47.3056,90.186,72.44191,64.24134,-25.944659362792976
AT72530,AT,12.0666,47.4886,38.978,62.12091,52.109043,13.131043121337889
AT72538,AT,11.91,47.4587,46.902,60.588238,46.84261,-0.0593905944824229
AT72705,AT,10.6823,47.4698,54.216,70.660904,61.457584,7.2415843811035145
AT72710,AT,10.7441,47.4476,51.271,66.41533,50.68841,-0.5825882873535164
AT72912,AT,12.766,46.8191,42.597,65.96864,42.76673,0.16973126220702994
AT80503,AT,9.9267,47.5292,75.568,68.18219,83.53973,7.971726257324221
AT80706,AT,9.6537,47.4102,47.674,59.146202,49.023838,1.3498380432128911
AT82708,AT,9.8229,47.1565,47.82,64.55701,47.01261,-0.807388610839844
AT900ZA,AT,16.3571,48.249,59.958,68.04008,62.11372,2.1557199401855485
AT90LOB,AT,16.5256,48.1621,55.409,69.93074,58.62191,3.212910095214845
AT9JAEG,AT,16.2972,48.2702,68.903,73.70338,74.27676,5.373756286621088
BETB011,BE,4.2887,50.8578,49.451,55.534218,49.976093,0.5250932922363276
BETN012,BE,3.3625,51.2546,55.131,56.963806,52.905315,-2.2256846008300784
BETN027,BE,5.6067,51.1337,52.027,58.023315,50.733837,-1.2931628723144541
BETN035,BE,4.8376,50.9776,55.238,57.001587,50.08722,-5.1507807617187495
BETN046,BE,5.6189,50.8823,53.283,57.16394,52.08665,-1.1963491516113294
BETN060,BE,3.4576,50.6167,47.305,54.34553,41.701904,-5.603095703125
BETN066,BE,6.0023,50.6289,52.356,66.623,53.346066,0.9900655212402327
BETN070,BE,3.9397,50.4652,39.742,56.021008,37.18001,-2.561988250732419
BETN073,BE,4.9884,50.5027,50.243,59.15863,47.790817,-2.4521827392578146
BETN085,BE,6.0017,50.3032,50.559,64.717064,49.903942,-0.6550578918457006
BETN093,BE,5.2352,50.2745,52.84,62.39909,50.95066,-1.8893392944335972
BETN100,BE,4.5948,50.0957,54.276,64.746155,56.82454,2.548539184570309
BETN113,BE,5.593,50.027,59.777,64.88143,58.543568,-1.233432342529298
BETN132,BE,5.6304,49.7193,51.377,64.91551,51.70077,0.32377133178710693
BETR012,BE,4.3586,50.7966,49.086,59.225685,51.19999,2.1139893188476577
BETR221,BE,5.6278,50.6584,45.294,58.511055,45.108063,-0.18593725585937193
BETR222,BE,5.5702,50.6134,48.075,56.91329,46.270126,-1.8048736572265653
BETR502,BE,4.4587,50.429,41.452,56.56138,39.26566,-2.1863406677246076
BETR811,BE,4.4914,51.2521,48.28,46.24463,60.605446,12.325445861816405
BG0013A,BG,27.5872,43.223,42.758,73.27609,39.92075,-2.837250335693362
BG0040A,BG,23.311,42.7323,43.497,60.974445,35.3275,-8.169500610351562
BG0041A,BG,25.5935,42.0564,42.73,70.540115,52.50281,9.772811431884769
BG0043A,BG,23.5574,43.208,48.747,75.699585,52.03343,3.286428192138672
BG0045A,BG,25.9641,43.8514,52.924,67.323265,39.354366,-13.569633697509765
BG0050A,BG,23.2968,42.6806,37.77,72.76053,38.04216,0.2721600341796844
BG0051A,BG,24.7652,42.1429,48.947,65.50856,44.80101,-4.145989868164065
