Year,N,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2015,124,4.842334437138963,3.192573385623194,-0.9203792861969241,0.6940960251625173,0.4817692921464059,0.4315837307056394,2.532596975583258,1.8924707489741384,-0.07214449017432449,0.9209918263737058,0.8482259442471742,0.8445147822942137
