Station,Country,Longitude,Latitude,Average,Model_Raw,Interpolated_Bias,Model_Corrected,Residual,Active
DENW010,DE,7.6938,51.5475,13.009,16.85165023803711,0.8200180107945938,13.818656706801434,0.8096567068014338,0
DENW024,DE,6.981,51.4965,15.076,17.944299697875977,0.8098490807723991,14.5321746154293,-0.5438253845707006,0
DENW068,DE,8.148,51.5707,12.443,14.740134239196776,0.81051133725246,11.947045913492152,-0.4959540865078473,0
DENW247,DE,6.9656,51.4068,13.12,17.944299697875977,0.7988033123032544,14.333966035625618,1.2139660356256172,0
DERP053,DE,8.423,49.3511,14.385,14.639555931091309,0.9276306442870328,13.580100700434285,-0.8048992995657169,0
DESH023,DE,10.6959,53.8355,11.2145,13.528461456298828,0.8668200709616332,11.726741919550667,0.512241919550668,0
DESL012,DE,6.9876,49.2335,12.245,13.318170547485352,0.925707610215392,12.328731829953684,0.0837318299536846,0
DEST098,DE,11.0434,51.6624,8.684,10.10689640045166,0.9453491027806696,9.554545444064155,0.870545444064156,0
DETH036,DE,12.2052,50.6559,11.984,11.459741592407228,0.9704804139593672,11.121454764466742,-0.8625452355332577,0
EE0009R,EE,25.9306,59.4944,5.198,3.766735792160034,1.168835880364386,4.402695945729417,-0.7953040542705834,0
ES1818A,ES,-4.0208,39.8681,11.966,8.154101371765137,1.1509445906808695,9.384918865696545,-2.5810811343034565,0
FR01020,FR,6.1569,49.3583,14.096,15.351469039916992,0.8852669962380674,13.590148884809004,-0.5058511151909961,0
FR04002,FR,2.2944,48.9303,13.264,14.667461395263672,0.9618661695219788,14.108134908873769,0.8441349088737677,0
FR04024,FR,2.4447,48.9908,13.844,14.75670337677002,0.9324699136478428,13.76018192346357,-0.0838180765364295,0
FR04034,FR,2.3758,48.7759,13.648,14.363381385803224,0.9742133681677816,13.992998158141774,0.3449981581417738,0
FR04066,FR,2.2369,48.3642,9.648,11.095455169677734,1.0269276574326516,11.39422978554616,1.7462297855461593,0
FR04143,FR,2.351,48.859,14.266,19.032629013061523,0.9614211944462028,18.298372919189063,4.032372919189063,0
FR05074,FR,0.1007,49.4896,10.412,12.17328643798828,0.958649800759379,11.669918618364315,1.2579186183643165,0
FR07022,FR,3.6007,46.6527,8.448,10.067325592041016,1.1704266495790026,11.783066162913514,3.335066162913513,0
FR11025,FR,3.0903,50.6281,15.476,16.039949417114258,0.8765039524856337,14.059079061770284,-1.4169209382297172,0
FR15043,FR,5.7356,45.1619,15.824,14.736519813537598,1.1881883685550343,17.509761435426178,1.685761435426178,0
FR16066,FR,7.3091,47.7374,14.391,17.474428176879883,0.8790450093210425,15.360808879625264,0.9698088796252636,0
FR18042,FR,3.284,49.8513,13.069,13.91640567779541,0.9031750604873112,12.568950539808831,-0.5000494601911694,0
FR20046,FR,4.9247,45.7789,14.268,14.416789054870604,1.1001446048424324,15.860552697867329,1.592552697867326,0
FR24018,FR,5.7861,43.8358,12.479,6.619696140289307,1.2793349769193576,8.46880880885018,-4.0101911911498185,0
FR31002,FR,-0.5894,44.8005,14.468,10.410201072692873,1.2224449136967015,12.725897351873348,-1.742102648126652,0
FR31007,FR,-0.5158,44.9003,13.385,9.18849754333496,1.2198210616992018,11.20832282873136,-2.17667717126864,0
FR32007,FR,4.4175,46.8024,11.154,10.257284164428713,1.1669577829313642,11.96981758741872,0.815817587418719,0
FR41017,FR,9.4346,42.6713,9.187,8.443951606750488,1.1438747924624582,9.658823391734757,0.4718233917347554,0
GB0036R,GB,-1.3253,51.5711,7.725999999999999,9.750285148620604,0.8987320059969164,8.762893330661738,1.036893330661739,0
GB0608A,GB,0.1848,51.466,10.492,10.11443042755127,0.9423820366883088,9.531657546257968,-0.9603424537420332,0
GB0613A,GB,-2.2379,53.4815,10.478,10.19266414642334,1.0503553525243066,10.705919342678348,0.2279193426783479,0
GB0620A,GB,-0.2135,51.521,9.791,10.761094093322754,0.9558080097109836,10.285539927651444,0.4945399276514433,0
GB0658A,GB,-2.1751,53.0282,11.691,9.965994834899902,0.9734102737832324,9.701001760762194,-1.9899982392378064,0
GB1026A,GB,-1.1273,52.6198,12.019,10.45423984527588,0.9446008237861376,9.87508356990546,-2.1439164300945404,0
GB1028A,GB,-4.2436,55.8658,6.547,6.666398525238037,0.9509656431538164,6.339515961072643,-0.2074840389273564,0
HR0021A,HR,15.9784,45.8344,20.817,19.30090713500977,1.106453454908901,21.355555382407413,0.538555382407413,0
IE0106A,IE,-6.2279,53.3682,7.802,9.47849941253662,1.004961416959116,9.525526200268953,1.723526200268951,0
IE0110A,IE,-8.4571,51.8819,6.83,7.642866611480713,1.0695862356515755,8.17470492856077,1.3447049285607695,0
IE0145A,IE,-9.0127,53.7039,5.736,5.514778137207031,1.1343368269599048,6.255615933547278,0.5196159335472785,0
IT1037A,IT,11.1262,46.0629,16.063,16.461952209472656,1.4021480996636102,23.082095007265256,7.019095007265257,0
