Station,Country,Longitude,Latitude,Average,Model_Raw,Model_Corrected,Residual
CH0008A,CH,7.5833,47.5411,12.551,10.739975,12.819929,0.26892912292480453
CH0010A,CH,8.5304,47.3776,17.177,17.066881,20.238869,3.0618687133789066
CH0011A,CH,8.9571,46.0111,18.89,8.994406,13.940826,-4.949173583984376
CH0017A,CH,7.5821,47.5659,14.95,10.739975,12.819929,-2.1300708770751946
CH0019A,CH,9.3944,47.4067,3.993,7.074147,4.5602074,0.5672073669433595
CH0022A,CH,8.3007,47.0677,12.804,11.552163,14.180896,1.3768958053588864
CH0024A,CH,7.1483,46.139,11.648,3.4931886,11.083752,-0.5642483215332028
CH0033A,CH,8.9339,46.1603,13.029,5.749345,9.862513,-3.1664874114990234
CH0043A,CH,8.9673,46.0255,15.896,8.994406,13.940826,-1.9551735839843758
CH0050A,CH,6.0742,46.2311,10.989,4.834602,10.84794,-0.1410595550537117
CH0051A,CH,6.0052,46.1626,7.501,6.0553923,6.473581,-1.0274191627502445
CY0002R,CY,33.0578,35.038,2.402,1.000266,1.4597845,-0.9422154922485353
CZ0AKOB,CZ,14.4676,50.1222,15.445,12.243158,18.587646,3.1426464843749997
CZ0ALIB,CZ,14.4459,50.0073,11.392,17.556578,29.385836,17.99383564758301
CZ0AREP,CZ,14.4292,50.0881,22.777,17.556578,29.385836,6.608835647583007
CZ0ARIE,CZ,14.4427,50.0815,17.159,17.556578,29.385836,12.226835647583009
CZ0BBDN,CZ,16.6163,49.2027,17.139,5.472501,16.935095,-0.2039051666259759
CZ0BBNY,CZ,16.6962,49.149,12.102,9.256782,10.67577,-1.4262301940917972
CZ0BZNO,CZ,16.0601,48.843,10.821,4.145571,11.391772,0.570772270202637
CZ0CCBD,CZ,14.4657,48.9844,9.819,5.1011276,11.407862,1.5888617095947257
CZ0CPRA,CZ,14.0004,49.0161,7.935,2.685338,10.021249,2.086248817443848
CZ0EPAO,CZ,15.7394,50.0422,11.338,6.0621233,10.235734,-1.1022660140991203
CZ0JKOS,CZ,15.0803,49.5734,3.627,2.6319325,5.340128,1.7131279449462893
CZ0KPRB,CZ,12.6154,50.3725,3.109,2.383211,7.183526,4.074526039123535
CZ0KSOM,CZ,12.6728,50.1728,9.673,3.8023827,9.049567,-0.6234327774047852
CZ0MJES,CZ,17.1902,50.2422,3.684,2.298695,5.1866198,1.5026197586059569
CZ0MOLJ,CZ,17.2381,49.6015,15.849,4.7553616,17.20766,1.358660675048828
CZ0PKUJ,CZ,13.6185,49.722,7.128,3.9676151,7.8274174,0.6994173736572264
CZ0PPLL,CZ,13.3682,49.7701,11.43,6.751689,10.299386,-1.130613975524902
CZ0PPLV,CZ,13.4234,49.7686,8.894,5.92311,10.363876,1.4698763427734374
CZ0SKLS,CZ,14.106,50.1674,12.031,5.7633886,9.744733,-2.2862671432495123
CZ0SMBO,CZ,14.9139,50.4286,12.778,5.4578075,10.618937,-2.1590634613037114
CZ0TBKR,CZ,18.5386,49.5026,2.632,2.6534586,4.347145,1.7151450805664061
CZ0TCER,CZ,17.5419,49.7771,4.351,2.2039216,5.0595345,0.7085345497131348
CZ0TCTN,CZ,18.6097,49.749,17.357,6.5036187,10.144843,-7.2121568984985345
CZ0TFMI,CZ,18.3511,49.6718,12.238,5.5927343,13.533304,1.2953042144775395
CZ0TOFF,CZ,18.2637,49.8392,15.359,9.506917,16.567432,1.2084324035644531
CZ0TOPO,CZ,18.1593,49.8253,11.295,6.051733,15.129024,3.834023551940918
CZ0TSTD,CZ,18.0893,49.7209,9.73,5.260228,11.103467,1.3734669876098629
CZ0TVER,CZ,18.4229,49.9247,11.065,7.258595,15.095634,4.030634460449219
CZ0UDCM,CZ,14.2188,50.7742,15.118,4.3548665,15.364582,0.2465820617675778
CZ0ULOM,CZ,13.6734,50.5858,10.48,12.003046,12.888341,2.4083409500122066
CZ0UMOM,CZ,13.6453,50.5104,16.622,12.003046,12.888341,-3.733659049987793
CZ0USNZ,CZ,14.0868,50.7894,6.813,4.9226036,8.21448,1.4014804000854495
CZ0UTUS,CZ,13.3276,50.3766,8.796,3.8677917,7.6420064,-1.153993602752685
CZ0UULK,CZ,14.0412,50.6835,9.174,6.8167953,15.45864,6.284640098571778
CZ0UULM,CZ,14.0431,50.6611,18.822,6.8167953,15.45864,-3.363359901428222
CZ0ZZLN,CZ,17.6672,49.2329,9.811,5.072714,11.437335,1.6263350143432618
DEBB021,DE,13.0602,52.4014,9.469,6.117674,13.052329,3.583329063415528
DEBB048,DE,12.8095,52.9319,7.316,3.474303,9.174106,1.8581056442260744
DEBB053,DE,14.0152,52.5639,5.189,4.298918,6.337974,1.1489740715026855
DEBB055,DE,12.5523,52.4204,7.455,4.6628885,8.005233,0.550232810974121
DEBB063,DE,11.7385,52.9988,5.454,3.5493262,5.8381467,0.38414668655395534
DEBB064,DE,14.3345,51.7468,8.57,5.442201,9.628021,1.0580212402343747
DEBB065,DE,12.5614,52.1942,4.462,3.4281974,4.305773,-0.15622721862792943
DEBB066,DE,14.0569,51.8975,4.051,3.8166547,5.439932,1.3889318695068358
DEBB075,DE,13.1237,52.4842,8.009,8.335221,9.426444,1.417444053649902
DEBB083,DE,14.3764,51.5645,6.025,5.769623,8.66285,2.6378503799438473
DEBB086,DE,13.4243,52.3497,8.752,8.142572,11.320075,2.568075035095214
DEBB092,DE,14.526,52.3347,8.632,4.9812016,8.124081,-0.5079193420410153
DEBE010,DE,13.3493,52.543,17.207,15.350633,17.429615,0.22261502075195239
DEBE018,DE,13.3488,52.4858,13.707,14.291636,16.845692,3.1386916809082024
DEBE027,DE,13.3681,52.3984,7.592,6.7972555,8.926745,1.334745414733887
DEBE032,DE,13.2251,52.4732,7.205,11.23463,8.60912,1.4041203689575195
DEBE034,DE,13.4308,52.4895,13.274,12.527219,17.157701,3.883701492309571
DEBE051,DE,13.4831,52.6442,8.609,8.630771,8.576651,-0.03234938049316405
DEBE056,DE,13.6471,52.4477,6.846,8.274398,8.027055,1.1810547866821288
DEBE062,DE,13.2961,52.6533,6.842,8.78634,11.052708,4.210707672119141
DEBE066,DE,13.5295,52.4853,11.211,12.187712,12.717865,1.5068649902343747
DEBE068,DE,13.4188,52.5136,13.767,15.049375,17.191032,3.4240324096679693
DEBW009,DE,8.6767,49.4195,12.946,10.916884,15.645513,2.6995125808715823
DEBW010,DE,8.7001,49.3007,10.232,7.0450234,11.2255,0.9935001068115241
DEBW013,DE,9.2297,48.8088,18.279,13.437599,19.496382,1.2173817596435548
DEBW015,DE,9.2248,49.1655,16.439,11.532365,17.078556,0.6395560607910156
DEBW019,DE,9.979,48.3968,15.198,8.051459,15.781051,0.5830506820678707
DEBW023,DE,7.6333,47.5882,10.608,11.312813,9.902417,-0.7055828170776373
DEBW024,DE,9.1728,48.8992,14.019,14.477992,15.896581,1.877580696105957
