Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2022,1031,1031,0,8.5448028528768,5.929610609534871,-3.752662830302602,0.5651552187655613,0.3194004212979494,-0.4265350636872995,5.880857904756299,3.2878870608774236,1.039558839993842,0.7833783729128844,0.6136816751476382,0.324290960723569
