Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2023,429,429,0,3.1507913212379917,2.228555734305393,0.9427705666379772,0.7689285870488238,0.5912511719809006,0.3994029963061513,3.868568136104057,2.366594568039154,1.7656350902166122,0.8323112139662391,0.6927419568939546,0.0945918887253164
