Station,Country,Longitude,Latitude,Average,Model_Raw,Model_Corrected,Residual
AT0ILL1,AT,16.7664,47.7703,8.718,9.620003,10.038711,1.3207105941772461
AT0ZOE2,AT,14.4409,47.8383,3.623,5.7249036,5.2324305,1.6094304580688474
AT10001,AT,16.5262,47.8401,10.761,9.501079,10.351822,-0.40917810058593673
AT2KA71,AT,14.2991,46.6266,11.849,11.213515,12.025244,0.17624375915527324
AT2WO15,AT,14.8435,46.835,12.183,8.130634,14.429957,2.246957389831543
AT30104,AT,14.5195,48.1923,10.067,10.829868,10.764096,0.6970962600708006
AT30407,AT,16.6363,48.2307,8.648,9.8847,9.955451,1.3074510116577152
AT31413,AT,16.329,48.0843,9.095,10.298374,9.67879,0.5837900924682611
AT31902,AT,15.9071,48.3451,9.696,10.167861,10.372401,0.6764012374877932
AT32301,AT,15.6325,48.2116,9.284,10.78366,10.560187,1.2761873397827141
AT32701,AT,16.4759,48.1456,9.106,10.843937,11.303784,2.1977843704223634
AT4S156,AT,13.0392,48.2575,8.663,11.057962,10.39089,1.7278901214599607
AT4S184,AT,14.2975,48.3061,10.327,10.595727,9.374029,-0.9529708404541015
AT4S404,AT,14.2376,48.2253,11.09,15.513375,13.650328,2.5603276824951173
AT4S407,AT,13.6676,48.0009,8.963,9.365058,8.269046,-0.69395417022705
AT4S409,AT,14.4424,48.0493,7.651,9.566749,8.618201,0.96720125579834
AT4S416,AT,14.3148,48.2733,10.82,21.639654,15.824896,5.004895858764648
AT60107,AT,15.1528,47.0447,9.347,7.8578086,10.146053,0.7990533142089848
AT60197,AT,15.5406,46.7783,12.405,12.402339,14.340249,1.9352490615844733
AT80706,AT,9.6537,47.4102,9.402,10.65968,8.106308,-1.2956920166015617
AT80807,AT,9.7432,47.4095,8.372,7.8911514,7.750944,-0.6210558624267577
AT90AKC,AT,16.3498,48.2191,9.197,11.285479,10.374441,1.1774411468505868
AT90LOB,AT,16.5256,48.1621,8.994,9.986287,10.050652,1.056651550292969
AT9KEND,AT,16.3098,48.205,9.109,11.285479,10.374441,1.265441146850586
AT9STAD,AT,16.4583,48.2264,10.804,10.857142,10.574276,-0.2297240295410159
BELRL01,BE,3.1211,50.9534,11.083,13.138805,11.051936,-0.031063850402832216
BETB011,BE,4.2887,50.8578,9.494,11.628643,9.182517,-0.31148294830322243
BETH201,BE,5.5475,50.625,6.548,11.427074,8.281695,1.7336953659057617
BETM204,BE,5.6112,50.6119,6.448,10.917667,8.326999,1.8789987106323238
BETN012,BE,3.3625,51.2546,10.543,12.284523,9.528292,-1.0147082977294914
BETN016,BE,5.164,51.2337,9.403,11.396697,8.448587,-0.9544125823974614
BETN029,BE,2.5823,51.0163,9.548,11.335219,9.240821,-0.3071791152954102
BETN035,BE,4.8376,50.9776,9.449,10.860888,9.735238,0.2862380752563478
BETN052,BE,3.3225,50.8149,10.958,12.925253,11.840914,0.8829137725830076
BETN054,BE,5.1032,50.7117,8.396,10.549385,8.237326,-0.15867433166503986
BETN060,BE,3.4576,50.6167,8.277,11.875218,8.636182,0.35918183135986403
BETN067,BE,5.9928,50.6123,5.251,9.626505,6.9686627,1.7176627388000485
BETN070,BE,3.9397,50.4652,7.984,11.335299,9.768838,1.7848379287719727
BETN073,BE,4.9884,50.5027,6.396,10.145466,8.185786,1.789786247253418
BETN085,BE,6.0017,50.3032,3.706,7.4450526,4.773625,1.0676248970031739
BETN093,BE,5.2352,50.2745,5.16,8.533232,6.7289166,1.5689166450500487
BETN100,BE,4.5948,50.0957,4.419,8.394261,6.1319103,1.71291032409668
BETN113,BE,5.593,50.027,2.983,7.6934986,5.2952743,2.312274257659912
BETN121,BE,5.2024,49.8771,4.312,7.581335,5.5171247,1.2051246528625486
BETN132,BE,5.6304,49.7193,4.261,7.521445,5.987243,1.7262431755065917
BETR020,BE,4.4367,50.9414,9.63,11.704739,9.974932,0.34493171691894453
BETR221,BE,5.6278,50.6584,6.652,10.917667,8.326999,1.674998710632324
BETR222,BE,5.5702,50.6134,7.148,11.427074,8.281695,1.133695365905762
BETR501,BE,4.4522,50.4093,6.621,11.338266,9.798775,3.177774719238281
BETR502,BE,4.4587,50.429,6.96,11.338266,9.798775,2.8387747192382813
BETR510,BE,4.5211,50.4164,7.294,10.718292,9.2095995,1.9155994949340824
BETR511,BE,4.4247,50.3776,6.841,10.176866,9.203225,2.3622251358032225
BETR701,BE,3.7293,51.0583,9.947,13.396375,10.604264,0.6572642593383797
BETR710,BE,3.7753,51.0613,10.29,13.396375,10.604264,0.31426425933837976
BETR801,BE,4.4318,51.2097,10.576,13.373257,6.6325417,-3.94345834350586
BG0039A,BG,25.6315,42.4342,21.483,9.299023,15.380773,-6.1022274093627935
BG0045A,BG,25.9641,43.8514,14.996,11.53679,25.72104,10.725040725708007
BG0050A,BG,23.2968,42.6806,10.217,10.750571,21.989943,11.77294255065918
BG0051A,BG,24.7652,42.1429,15.665,12.9182005,37.18829,21.523289642333985
CH0005A,CH,8.6134,47.4029,7.206,9.43662,6.767426,-0.4385739860534672
CH0010A,CH,8.5304,47.3776,8.044,11.521307,7.242917,-0.8010829391479497
CY0002R,CY,33.0578,35.038,10.678,10.412582,11.03701,0.3590101928710929
CY0005A,CY,33.0178,34.6817,15.948,12.8161125,19.353472,3.405471755981445
CY0006A,CY,33.3317,35.1269,14.223,12.121447,18.57763,4.354629089355468
CY0008A,CY,32.4386,34.7794,15.337,11.889103,16.420311,1.083310974121094
CZ0ARIE,CZ,14.4427,50.0815,10.197,11.505939,9.926821,-0.27017924499511636
CZ0ASTO,CZ,14.3314,50.0461,10.396,10.878299,8.936479,-1.459521385192872
CZ0BBNY,CZ,16.6962,49.149,11.211,10.477434,12.738655,1.527655090332031
CZ0CCBD,CZ,14.4657,48.9844,9.899,9.470344,8.416576,-1.4824236145019523
CZ0EPAU,CZ,15.7635,50.024,11.831,10.769232,11.890201,0.0592006149291997
CZ0ESVR,CZ,16.0342,49.7351,7.719,8.481696,7.7097254,-0.00927462005615265
