Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2023,429,429,0,3.1507913212379917,2.228555734305393,0.9427705666379772,0.7689285870488238,0.5912511719809006,0.3994029963061513,3.840673289027183,2.3488761891718513,1.7152633905388537,0.8271797451493882,0.6842263307854068,0.1076019550751151
