Country,RMSE_Raw,RMSE_Corrected,MAE_Raw,MAE_Corrected,Bias_Raw,Bias_Corrected,R2_Raw,R2_Corrected,N
NO,5.424016131700162,1.5690847115718294,5.1524532043457025,1.1960729736328133,5.1524532043457025,-0.9328029907226565,0.6892607362531628,0.9412076289568827,5
EE,6.992031076471126,2.816601286633574,6.367795245361329,2.445838195800782,6.367795245361329,-1.636616833496093,0.7614687104290689,0.8381853091941773,5
FI,4.318876167767194,2.910860990708825,3.7822813313802093,2.257264729817711,-0.5611566365559923,-1.3800526123046903,0.3655494004803268,0.8903599539140646,3
IE,6.688630504747292,3.1238067371724183,5.506546726226807,2.721567066192627,5.391269588470459,-1.5158272743225094,0.6741853384152303,0.8335936538128531,8
SE,7.612387102941242,3.1935452887799425,6.216002800351096,2.4398368196033298,5.727790287562778,0.2557338532947352,0.10094967308665789,0.5489152155887989,21
NL,5.2611961925028705,4.2276184805012,4.2828066587448115,3.676187251091003,2.2454503774642944,-3.600201964378357,0.18961665014749324,0.6221592300240991,32
DE,9.15574990886502,4.695034909518599,7.86451045241446,3.7265985601173255,7.237259339962366,-2.7271142306057916,0.37000149417192185,0.7559984159603719,212
PL,11.648288888926077,4.714170581697945,11.096586806926323,3.909192716557928,10.236812595448594,-2.661864581168966,0.21798358045769906,0.6382027501410088,47
CY,15.505515014648438,4.795775329589844,15.505515014648438,4.795775329589844,-15.505515014648438,-4.795775329589844,,,1
BE,7.91298290091265,4.9503002526294715,6.7613253848427215,4.326540545011822,6.284701354980467,-3.2038804530093556,0.2577676605228484,0.6254691513863708,19
FR,10.65654330883997,5.286431653038037,8.85086874955954,4.0188520550285425,7.9609766546819625,-2.4649518544305233,0.2469373734835307,0.6700344346188447,194
CZ,7.508167992617285,5.306468140480758,5.875200066854788,4.473003750823265,5.164928282981695,-3.9574821585721747,0.5269085177753645,0.82097232727379,43
GR,5.022720924231522,5.399347997657164,4.719815266927083,4.8617840779622385,-3.139518147786459,3.6308243611653643,0.9124441150260985,0.9831511574412443,3
SK,13.243282806396486,5.691212188720705,13.243282806396486,5.691212188720705,13.243282806396486,5.691212188720705,,,1
CH,11.558900241324233,5.846517242703844,10.393155035018921,4.117724487304688,5.763522882461549,-1.6633496093749982,0.050289986920971426,0.7051605197814778,16
AT,13.865347923900432,6.280004608289208,11.372790088967717,4.271163058112649,7.248408166862937,-0.3296652898451862,0.11498450322817849,0.7580013843766811,85
LU,6.524263065306108,7.296816943250923,5.972403602600096,5.512898162841797,3.93778736114502,-1.3521839904785153,0.8305820766324543,0.26038478652315533,4
HU,16.722552531096287,7.901686103750928,15.356991581508096,6.67955113874163,15.356991581508096,-1.9629944893973195,0.12827119421118519,0.008764936240583497,7
ES,10.612812317342865,7.9884544454670685,8.702049984951676,6.2357978736614355,4.964887526834422,-2.498074354079674,0.28508254979496317,0.5899274476852927,145
IT,16.757314302537623,8.013022409927919,14.754075022440473,5.725180919533004,12.748136915012749,-1.3765380362322237,0.20576119656437836,0.5865662466020138,167
PT,11.864626907702457,8.426628838195604,9.193142430355676,7.392339829294304,7.485127370733964,-5.110314547890111,0.027474339110961293,0.38063812255756474,19
RS,10.787326293945313,8.540611785888672,10.787326293945313,8.540611785888672,10.787326293945313,-8.540611785888672,,,1
BG,24.4914322426161,10.256731132508266,23.21901232632724,7.762847534179687,23.21901232632724,0.17782850785688933,0.07474226807422617,0.006827900840274736,11
LT,10.028454476481857,11.008975507448964,7.5891346282958985,10.14018025970459,5.072386978149414,-8.576640846252442,0.2770452735014893,0.0035611985603976916,4
TR,21.063864361257068,17.173907592379376,18.97856048278809,14.30779110107422,18.97856048278809,-2.9271253234863273,0.22439291230460365,0.00025963477154080646,10
AD,23.21342126477545,19.94267022924495,19.516000000000002,19.516000000000002,12.569354431152345,-4.1031499938964835,,,2
