Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2023,1065,1065,0,11.959709280319828,9.765832840911436,7.985841770927896,0.4475994312750646,0.2003452508777612,-0.572974062045911,6.517173249735344,4.773489488614221,-2.2356958271581804,0.7978348385207545,0.6365404295574385,0.5329118514105288
