Country,RMSE_Raw,RMSE_Corrected,MAE_Raw,MAE_Corrected,Bias_Raw,Bias_Corrected,R2_Raw,R2_Corrected,N
NO,8.04954772844619,1.6282388016265834,7.817673144531251,1.5376583435058606,7.817673144531251,1.5376583435058606,0.7909519675507708,0.9840133643344037,5
NL,7.788359270970711,2.2897398359465546,6.984894711494445,1.7183715763092047,6.029896759986877,0.18743577003478995,0.22258131827518216,0.5674809385471827,32
FI,4.026244574434436,2.485543866430346,3.378530670166017,2.153703155517578,2.976792755126953,2.153703155517578,0.9121440175749747,0.8127873020025757,3
EE,7.825099835519542,2.770697223856033,7.2023448059082025,2.459725201416018,7.2023448059082025,-0.47534989624023466,0.7540494610885923,0.7734662382821389,5
SE,8.288536286162362,3.0012257904482302,7.266018612816221,2.0552703290666847,6.8695953020368306,1.3596540193103601,0.14928978061347312,0.6421809141438772,21
PL,14.344131054536017,3.500142531018985,13.450372181993853,2.7998618203021106,13.269896889544551,0.25938731741397947,0.1984989138570698,0.6873478761123072,47
CZ,10.1258955492462,3.5291671101601425,8.547651724172193,2.7224971313476565,8.249468016868414,-0.9952897906636085,0.5318354147593645,0.8519831083002598,43
CY,6.920730957031253,3.958999267578122,6.920730957031253,3.958999267578122,-6.920730957031253,3.958999267578122,,,1
DE,11.618855478925274,4.017655789476143,10.193023270804929,2.8490209193679523,9.855422672775559,-0.31581842170571395,0.39397475353767986,0.7674344753292134,212
IE,7.665912813606506,4.490135769010286,6.7029055366516115,3.4205536537170396,5.525825992584229,-1.6346058692932122,0.4808188966740218,0.7022251634771896,8
BE,10.134414597424996,4.5353262107405525,9.050054989463403,3.0863196780556126,9.050054989463403,-0.6035072551526524,0.4335401962985993,0.5212903151534134,19
FR,13.449686271614086,4.608768578468862,11.779497408837386,3.2514599895673926,11.22649924335283,0.2747967714919257,0.3295883068956525,0.7265827245859996,194
LT,10.8272735878792,4.951772742886276,10.267015937805176,3.352554252624511,10.267015937805176,-2.954843040466308,0.9324709707519214,0.7024477399684057,4
SK,13.397310363769535,5.481340515136722,13.397310363769535,5.481340515136722,13.397310363769535,5.481340515136722,,,1
CH,14.356265364881882,5.9854813374899845,13.186358270645142,4.373443601608277,9.672129709243775,1.7865701503753666,0.080571077609621,0.7261422837268992,16
AT,15.142785758234611,6.601169046002303,13.026124258961397,4.74829426090016,9.981623530847886,2.172169050508386,0.12874072735439496,0.7649898749698191,85
GR,6.790281049829675,7.156456918263148,5.680232564290364,6.265181844075523,-5.680232564290364,0.5962338053385423,0.9195115627545982,0.9754984427844154,3
HU,19.025705860202482,7.473730386162702,17.988501826695032,5.099942522321427,17.988501826695032,0.050170767647878325,0.1915047221797303,0.02326311924000598,7
RS,12.506049560546877,7.6382795104980445,12.506049560546877,7.6382795104980445,12.506049560546877,-7.6382795104980445,,,1
IT,17.992870552932693,7.909920390813729,16.145411208649595,5.48536587177208,14.740789770617457,-0.10831869123081936,0.2610603597096007,0.5908810561849723,167
ES,12.911897918480914,8.00735383280549,10.592893037888102,6.087701069167564,7.596182271076071,-0.07618304906384746,0.26038212413173933,0.5865621902834064,145
LU,9.686564218907597,8.180882191721047,8.190973197937012,7.777623092651368,7.3275159530639655,1.8830531768798835,0.9494756350198333,0.47199703293323625,4
PT,14.497467042403247,9.760730928647929,11.57353815982216,7.140295556319387,8.771123432360197,-4.331196184660259,5.197664380668133e-05,0.26244363780007857,19
BG,28.894875488505583,12.230578174340375,27.209496493252843,8.579195060036398,27.209496493252843,4.312059484308416,0.011591086425156293,0.00042616009987600756,11
TR,24.96375928998304,15.750601338319267,22.31087539367676,11.818747599792482,22.31087539367676,-0.27088596649169927,0.006467109265675676,6.326558931865097e-06,10
AD,29.923817341963222,20.236475824134445,22.6239482421875,19.5855,22.6239482421875,5.091477539062499,,,2
