Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2024,1065,1065,0,13.378771598168012,11.100666948159088,9.664586610104555,0.4491066919894283,0.2016968207896872,-0.8387237050138034,6.390007420684046,4.333780233148566,-0.4441105361007189,0.7908171454860801,0.625391757594752,0.580543700625147
