Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2023,1065,1065,0,11.959709280319828,9.765832840911436,7.985841770927896,0.4475994312750646,0.2003452508777612,-0.572974062045911,6.523153029722649,4.7718350022580145,-2.260216119126871,0.7967198730298285,0.634762556080666,0.5320543122160868
