p,k,RMSE,MAE,MBE,R2
0.1,2,10.600146433105474,7.390057800132354,0.9383089845818116,0.1415443722103704
0.1,3,10.096243789735956,7.062576370121111,1.2048429930506772,0.2212218106396344
0.1,4,9.893326699562213,6.974652587064838,1.0260310023534565,0.2522114278030747
0.1,5,9.588553665252746,6.860774658076122,0.9347707263119304,0.2975744033004481
0.1,6,9.595722063435868,6.815106495495252,1.010473763352144,0.2965237446237825
0.1,7,9.651787143366484,6.906855125163546,0.985623836786272,0.2882793057146272
0.1,8,9.54810607746002,6.861273370101925,0.9797903508858072,0.3034880160823775
0.1,9,9.521963163476707,6.804591051927181,0.8712968085422448,0.3072969232366374
0.1,10,9.52161160448727,6.798649775833368,0.8348414642129373,0.3073480726674581
0.1,11,9.483945818865452,6.772807297186922,0.8376512326064735,0.3128172469702309
0.1,12,9.456363548907746,6.752521537975501,0.8067487675504612,0.31680851777859
0.1,13,9.412089570315471,6.761720325780688,0.7772500289299522,0.3231908435855807
0.1,14,9.338359729212252,6.728233508388828,0.6959255953820485,0.3337529149924606
0.1,15,9.30416128386881,6.705516174611671,0.6856904439291044,0.338623769163507
0.1,16,9.316425189025638,6.690834201406151,0.6656407205393272,0.3368790872409407
0.1,17,9.337762789143518,6.72619399413067,0.6645653048939771,0.3338380898798645
0.1,18,9.326343146656026,6.712935683995552,0.6580136747631418,0.3354664626113248
0.1,19,9.333079710810004,6.71553914853663,0.676265944524078,0.3345061098723761
0.1,20,9.30845969097006,6.717693281715174,0.7121007063824922,0.3380125327748658
0.1,21,9.35411414966982,6.74028016016824,0.7055872443741578,0.3315030143649542
0.1,22,9.372214098312456,6.766039071793442,0.7018233862629902,0.3289134655817707
0.1,23,9.374789079827352,6.759058273739714,0.7082317013218941,0.3285446577870283
0.1,24,9.376977278078863,6.737137299311564,0.7120333827590831,0.3282311683063464
0.1,25,9.37471494840386,6.745009898916758,0.750692358938693,0.3285552768512235
0.1,26,9.380956680901813,6.7738910116390825,0.77214713833359,0.3276608766354534
0.1,27,9.38845346932924,6.77074745946394,0.7280277238153876,0.3265858480767398
0.1,28,9.42433189107592,6.804721076592988,0.7492013310392973,0.3214290449231085
0.1,29,9.40846016427877,6.7714201538002055,0.7498547598130803,0.3237127131681362
0.1,30,9.421579224958425,6.789777011437555,0.7353182871515975,0.3218253820878296
0.1,31,9.417214882084464,6.80184996288046,0.7066537501420063,0.3224535360229108
0.1,32,9.424548037508387,6.80270353660956,0.6762552963737472,0.3213979186056672
0.1,33,9.422867265194556,6.794885961081225,0.6961266919486938,0.3216399405850656
0.1,34,9.439117929519051,6.811913340838559,0.6883356962232872,0.3192981252706893
0.1,35,9.43597752840077,6.824384097649756,0.6938365486580635,0.3197509899008961
0.1,36,9.457035396743862,6.842226501020603,0.6969447705314923,0.3167114366919843
0.1,37,9.480389699287803,6.849969452245928,0.7261690892321853,0.3133324852349826
0.1,38,9.481604943921392,6.859918877422092,0.7201625178849728,0.3131564328738265
0.1,39,9.49613008110003,6.873259067683707,0.7234388165611594,0.311050431046084
0.1,40,9.5070310909547,6.887696789552926,0.7211113824408028,0.3094677743973032
0.2,2,10.585187702350316,7.383609328041134,0.9153607185413236,0.1439655360885289
0.2,3,10.09251632924609,7.059728917469428,1.1765607242468528,0.2217967430864417
0.2,4,9.883001664822842,6.9478611283101745,1.014298645751705,0.2537714519065637
0.2,5,9.589376081226122,6.838555630134286,0.9251375908347196,0.2974539032072663
0.2,6,9.56905084570048,6.7893849140237394,0.996897365952572,0.3004289209232279
0.2,7,9.615415126635712,6.867982540836419,0.97824391673357,0.293633327838495
0.2,8,9.51181726902795,6.824769833270967,0.9740599797063304,0.3087723223481091
0.2,9,9.485031202431808,6.765737023350573,0.8705644840366996,0.3126599496678207
0.2,10,9.484993554200171,6.765990409693265,0.835206807018492,0.3126654060728696
0.2,11,9.449008857026737,6.7404548829951825,0.8385725104532548,0.3178708096108282
0.2,12,9.419398476276092,6.717845703557897,0.8089321060290935,0.3221392906609801
0.2,13,9.374607960447154,6.727676691650483,0.7805311265465323,0.3285706023495351
0.2,14,9.307842222375426,6.701143275092515,0.7045058197901515,0.3381003545901543
0.2,15,9.277662377761564,6.682503920503697,0.693562604866031,0.342385696505189
0.2,16,9.289238444422669,6.6683755726877605,0.6757644430221817,0.3407436155690466
0.2,17,9.307701433861489,6.704454913128346,0.6737559978271197,0.3381203779554963
0.2,18,9.29823825615402,6.690281829667168,0.6689099839145407,0.3394655651585527
0.2,19,9.305011887615454,6.691048190275537,0.6854117163114436,0.3385028351430652
0.2,20,9.281352863852618,6.692891373592794,0.7185995977189458,0.3418624183273046
0.2,21,9.322366365476311,6.71461063810616,0.7124274345070517,0.3360330600428377
0.2,22,9.34057080291995,6.7369326968441925,0.7082690769803175,0.3334373786770734
0.2,23,9.344032363873854,6.732693368815919,0.7139512789152338,0.3329432387071126
0.2,24,9.346869819509674,6.711922402265843,0.7183360276325392,0.3325380536064884
0.2,25,9.345088829240003,6.720731555050717,0.7548183527800342,0.3327923911549703
0.2,26,9.351747099426971,6.749786999155683,0.7759839054049897,0.3318412966905125
0.2,27,9.359601791027234,6.747305343784953,0.734796756654807,0.3307184295905354
0.2,28,9.393233973901784,6.780203355393323,0.7537836608091661,0.3258998822677792
0.2,29,9.377521584228218,6.74928963271943,0.7544448173070746,0.32815317760474
0.2,30,9.391393784075005,6.765286678244427,0.7412260237548175,0.3261639767584364
0.2,31,9.388736485448154,6.777571959601497,0.7143681064838261,0.3265452471549889
0.2,32,9.396545716165008,6.780608795790432,0.6858965648342656,0.3254244678580317
0.2,33,9.395992197380364,6.774766838137908,0.7048934765404044,0.3255039394516152
0.2,34,9.412357663358954,6.7917114843427075,0.6977197655853412,0.3231522867041541
0.2,35,9.40999552631384,6.80345767220314,0.7029733015680573,0.3234919691716811
0.2,36,9.429187065690767,6.820228757882929,0.7055653534559346,0.3207297000453335
0.2,37,9.451547754205665,6.827410955130667,0.733259002439994,0.3175041915721599
0.2,38,9.453214504451449,6.83728856856195,0.7278629648129233,0.3172634584377173
0.2,39,9.4673473337147,6.851065946581177,0.730950381546044,0.3152205106688942
0.2,40,9.478474795238098,6.864811960907508,0.7294086034648628,0.3136098513877942
0.3,2,10.579188672275222,7.398995261679239,0.8947017318780389,0.1449355559751298
0.3,3,10.095241457744654,7.069468555937758,1.1484084650155708,0.2213764335987809
0.3,4,9.87881986325008,6.932561065078661,1.0004936581913575,0.2544028227421262
0.3,5,9.593186506615597,6.8200318225981365,0.913754334316039,0.2968954661772019
0.3,6,9.547615847138028,6.767969533445181,0.9808069642634172,0.3035595365547677
0.3,7,9.583391600193837,6.835941336977961,0.968405722328534,0.2983305112023254
0.3,8,9.479353822313552,6.785976041549109,0.965827812869581,0.3134825348067253
0.3,9,9.450763847633816,6.727236292234219,0.8675031016863155,0.3176173985889466
0.3,10,9.450300085205429,6.731853642910226,0.8332323887683065,0.3176843679160331
0.3,11,9.415342762084329,6.706743651791212,0.837375886070366,0.3227228985084988
0.3,12,9.383186207719852,6.682029360230525,0.8089076330831575,0.3273412554524149
0.3,13,9.33740624933877,6.690682945696519,0.7817297425706978,0.3338889604595301
0.3,14,9.276479531483435,6.670964561312991,0.7111727105354689,0.3425533695705878
0.3,15,9.249565767072864,6.655585161049683,0.6996208875215256,0.3463627231980904
0.3,16,9.260090985631305,6.642944287176781,0.6842942785772905,0.3448743096634377
0.3,17,9.275322893315774,6.678738181649729,0.681359088040421,0.3427173068608899
0.3,18,9.267425085059347,6.66472254520069,0.6780353416575923,0.3438361644292583
0.3,19,9.274018699601813,6.662375036837126,0.6929845457134071,0.342902133567163
0.3,20,9.25101701667092,6.666659903266319,0.7237876409363742,0.346157596757412
0.3,21,9.28722649168456,6.685312763189399,0.7182097037750519,0.3410291608382855
0.3,22,9.3054213444046,6.7052788096794105,0.7136591956387686,0.3384446169553295
0.3,23,9.309512348450482,6.701546619441762,0.7185627430030679,0.3378628011362786
