Year,N_file,N,Removed,RMSE_Raw,MAE_Raw,Bias_Raw,R_Raw,R2corr_Raw,R2true_Raw,RMSE_Corrected,MAE_Corrected,Bias_Corrected,R_Corrected,R2corr_Corrected,R2true_Corrected
2022,1031,1031,0,8.5448028528768,5.929610609534871,-3.752662830302602,0.5651552187655613,0.3194004212979494,-0.4265350636872995,5.6545421997051495,3.1862828119733058,1.004800163062768,0.7867632806116596,0.618996459718821,0.3752974828252648
