Country,RMSE_Raw,RMSE_Corrected,MAE_Raw,MAE_Corrected,Bias_Raw,Bias_Corrected,R2_Raw,R2_Corrected,N
FI,0.4277990834726689,0.06590553080374864,0.4262785727977752,0.06217162656784064,-0.4262785727977752,0.06217162656784064,1.0,0.9999999999999996,2
DK,2.627166500091553,0.2090542221069338,2.627166500091553,0.2090542221069338,-2.627166500091553,-0.2090542221069338,,,1
LV,0.6154274082183839,0.2692612743377687,0.6154274082183839,0.2692612743377687,-0.6154274082183839,-0.2692612743377687,,,1
EE,1.9544548455865245,0.5205602263404355,1.3207979995727537,0.46894628009796124,-1.1917117286682128,0.16111174335479742,0.925346439931762,0.979906995710707,5
AD,23.58239514064789,1.3472726898193343,23.58239514064789,1.3472726898193343,-23.58239514064789,1.3472726898193343,,,1
CY,2.0542832689285278,1.6046643333435058,2.0542832689285278,1.6046643333435058,-2.0542832689285278,-1.6046643333435058,,,1
DE,5.450182041679676,2.0988251400964497,4.1635339852506466,1.5416332814996894,-3.5879110408522865,-0.5608853466554121,0.4932865152987209,0.8581750231362426,220
FR,6.445389319022778,2.2414004012129394,5.087916245222091,1.6436350048149333,-3.1098990497729355,0.06786915261605206,0.54577460918027,0.8533849178359989,136
SE,4.279703503224164,2.348457452066305,2.7719111497402187,1.821388672934638,1.0571506809393567,1.660283289803399,0.5559125639325859,0.9772816669286626,9
NL,6.5552033242589065,2.5235846236512742,4.340741394406273,1.8316871480487635,3.0995002069019133,0.7159767994653611,0.538209819187293,0.8251369728407995,42
NO,3.6470896778867266,2.5779740072384802,2.592870228767395,1.4501263697147369,-1.7739494256973267,-1.1176769845485686,0.7770450403635741,0.8053261053953623,4
BE,3.0922164884001453,2.6215128399952716,2.4597324231246422,1.802447810995168,-1.3754353297661095,-0.4120176599436796,0.8278032726953872,0.8540033833185612,29
HU,9.980939513169249,2.633912508980624,9.600558488210043,2.2334153340657554,-9.600558488210043,-2.2334153340657554,0.931024715538265,0.6960599419390511,3
LT,3.2987983873464937,2.8431427466978936,2.232747099637985,1.8099929904937746,-0.9489119198322296,-1.2020377960205078,0.5575031619029124,0.6916872188464517,4
CH,6.458642839191911,3.260134613140513,5.513575548291206,2.5059220118522645,-4.860206367611885,-1.617774950504303,0.40350317999979546,0.7387084176790475,16
CZ,6.551466087487742,3.263601367854396,5.542991089926826,2.311753922356499,-5.308327763663398,1.315660944196913,0.41958262370108573,0.6940519241254312,36
AT,6.4935941181599555,3.3532769288484876,5.3047077711045745,2.528384893357754,-5.0202704919755465,-0.9794818913817407,0.44827161226386,0.6336702307973453,80
LU,4.708872088556718,3.578531534914193,3.7850136123657228,2.659559758758545,-3.7850136123657228,-2.659559758758545,0.8693597907222268,0.8963359793846618,5
PL,7.256676833749457,3.762435721346039,6.301938646901039,3.0557938123210784,-6.127410728239244,2.1755495522099157,0.47922481821315555,0.7941635249251751,62
PT,5.386602319263544,3.863083399345031,3.6363233525412424,3.228545948845999,-0.754753175462995,2.7549990640367783,0.5874101154038541,0.8617427172901294,14
GR,16.217311660551587,4.443332404451637,11.27754153696696,4.327879211425781,11.27754153696696,-4.327879211425781,0.7780958975281485,0.9812801235046399,3
HR,18.80683853149414,4.4628215026855464,18.80683853149414,4.4628215026855464,-18.80683853149414,-4.4628215026855464,,,1
IT,10.920474055406714,6.169756622542892,8.733480425112026,4.021657932129103,-6.184047386194013,2.00483610520412,0.1622199383036199,0.6164656443995163,194
IE,5.730095575757035,6.995872953714607,5.2554296545982355,6.307993381500244,-1.8416680884361267,-1.6837883186340332,0.4743259053874435,0.3771544380649575,4
ES,11.168827295570573,8.711045333419813,5.909939257041102,6.092044396031288,-0.47897654293814,5.068238009821984,0.4651689834698576,0.8042033447202472,124
BG,15.89946482082024,9.374794996356107,14.37443843097687,7.311341672515868,-14.2400402009964,0.17569201583862296,0.0035624098423599083,0.019603355619914543,10
TR,18.35854030794617,20.57406693861983,13.55147382013003,13.590715188185376,-8.64231327732404,1.4408857369422916,0.14227525143879624,0.14149873124573228,24
